Date,ID,URL,Content,User,Reply Count,Retweet Count,Language,Source,Like Count
2023-02-18 19:11:43+00:00,1627023070237192193,https://twitter.com/AKhil__AKhil__/status/1627023070237192193,Shiv ki Barat me kaun kaun saamil hua,AKhil__AKhil__,0,0,hi,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0
2023-02-18 19:11:38+00:00,1627023051060809728,https://twitter.com/Shiv0414/status/1627023051060809728,@IrfanPathan Isi liye to out de diya virat sir ko sir unluckiest cricketer ever,Shiv0414,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-18 19:11:25+00:00,1627022994446094339,https://twitter.com/sona735380171/status/1627022994446094339,@Sud20_ @aesthet08765133 Hmm dekha aishe behave kar rahi hai jaise shiv uske peche hai.ak no ki cunning hai yeh ladrki,sona735380171,0,0,hi,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1
2023-02-18 19:11:22+00:00,1627022983188611072,https://twitter.com/ShivSumian/status/1627022983188611072,"Guys they are different together the chemistry and all speaks a lot 

Somebody sign them together please 🙏🙏🙏

#ShivSum #SumbulToqueerKhan #Shivthakare #shivkisena #SumbulSquad https://t.co/bhIUgkB84M",ShivSumian,1,4,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",7
2023-02-18 19:11:12+00:00,1627022943246254085,https://twitter.com/UtkaliyaHindu/status/1627022943246254085,"Finally, Mahadeepa darshana.
It's 12:40 am &amp; still enthusiasm among Mahadev devotees is high. 🔥

Jai Jai Shiv Sambhu.
#Mahashivratri 🚩
#Odisha https://t.co/U5VRE3ZblT",UtkaliyaHindu,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2
2023-02-18 19:11:10+00:00,1627022933481893888,https://twitter.com/mahaleurmila5/status/1627022933481893888,"Kisshi~Wisshi 

#ShiBdu is endgame!!🤌❤️🧿 

#ShivThakare #AbduRozik https://t.co/Pq2pn23y32",mahaleurmila5,0,1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2
2023-02-18 19:10:59+00:00,1627022885729767424,https://twitter.com/Jim74862837Jim/status/1627022885729767424,#SumbulTouqeerkhan 😁😁🤣shiv tapli sum ka sar 😭😭 siblings things. My elder brother cum dusman 🤨🤨🤨,Jim74862837Jim,0,1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1
2023-02-18 19:10:52+00:00,1627022857535655937,https://twitter.com/SHIVPRA23370566/status/1627022857535655937,"@Being_Humor Inme se ek company bhi indian nahi hai na banda ab indian passport wala hai.
Agar dimag ho to post about tech companies like zoho and postman",SHIVPRA23370566,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0
2023-02-18 19:10:48+00:00,1627022842029309952,https://twitter.com/Abhiggya_DrDz/status/1627022842029309952,@DhruwalPatel Oh wow jag rahe ho aap !? I thought main hi ek owl bani Hui hu 😭😭,Abhiggya_DrDz,0,0,et,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0
2023-02-18 19:10:01+00:00,1627022644490145792,https://twitter.com/SadiyaMou4/status/1627022644490145792,@rehnedo_tum Shiv solos are realy irritated yaar..kitne ko samjha sakte h hum? https://t.co/1JVwPrXaUD,SadiyaMou4,0,0,tl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-18 19:09:20+00:00,1627022472976666625,https://twitter.com/abdu77810193/status/1627022472976666625,@RitikaS81098031 @zt_production Ye Mera opinion nhi h nim khud bol deti h apne expression I don't hate shiv😜 I can appreciate other qualities which he possess,abdu77810193,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-18 19:09:20+00:00,1627022471932284928,https://twitter.com/RitikaS81098031/status/1627022471932284928,@abdu77810193 @zt_production Usne call kiya tha tumhe? Usko Nahi pasand Hota toh woh shiv ko Kab ka Bol deti Jaise masti ka bola tha 😂,RitikaS81098031,1,0,hi,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-18 19:09:20+00:00,1627022469541548033,https://twitter.com/sona735380171/status/1627022469541548033,@Vnl44501375 @warzaib77133147 Ab baas ho raha hai yaar varsh jabhi tl kholo bas shiv rat ka natak chalu aur 2  3 dino se zada ho raha hai shiv tabtak band nehi karege jabtak use koi batayega nhei.koi kuch bolat nehi uske team Wale.aur aj pap video dekha nim ka natak,sona735380171,0,0,hi,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-18 19:09:11+00:00,1627022432362979331,https://twitter.com/shiv_teaching/status/1627022432362979331,"This is a fabulous photo for many reasons. Delhi and it’s air pollution in the background . Yamuna river floodplain small-scale farmers growing seasonal fruits. Water scarcity , vandalism, pollution all issues https://t.co/hC72MzEn22
#geographyteacher #geography https://t.co/vhmYLaZ7g7",shiv_teaching,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-18 19:09:05+00:00,1627022407658799104,https://twitter.com/Resh4686/status/1627022407658799104,@BollySpy @TouqeerSumbul @NimritAhluwalia @ShivThakare9 Jealous nimmo,Resh4686,0,0,fr,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-18 19:09:00+00:00,1627022387085742080,https://twitter.com/Ar_ShivaniSingh/status/1627022387085742080,@WildlifeSOS Heartbreaking 😔😓,Ar_ShivaniSingh,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-18 19:08:51+00:00,1627022350784016384,https://twitter.com/Abhishe67931952/status/1627022350784016384,"#StoryOfLordShiva

 Who is the imperishable God?
 Shri Shiv ji is not imperishable.  They are also facing the pain of birth and death.
 Visit Satlok Ashram YouTube Channel for More Information
@SaintRampalJiM
#GodNightSaturday https://t.co/fwzOHhWGKZ",Abhishe67931952,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-18 19:08:43+00:00,1627022316747259904,https://twitter.com/SrishtiS28/status/1627022316747259904,"Loved the caption bro! 🤣❤️❤️🫰

#shivthakare",SrishtiS28,1,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1
2023-02-18 19:08:41+00:00,1627022309361094656,https://twitter.com/Alauddinchaud17/status/1627022309361094656,@vivekagnihotri Ek Beef khane wala shiv ji pooja kar k mandir ka apmaan kar raha pakhandi 🤣🤣,Alauddinchaud17,0,0,hi,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-18 19:08:19+00:00,1627022215085694979,https://twitter.com/Nidhi_Eunoia/status/1627022215085694979,@singh_robb Shiv yaha bhi araha h😱,Nidhi_Eunoia,0,0,hi,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-18 19:08:11+00:00,1627022183234162690,https://twitter.com/Abhiggya_DrDz/status/1627022183234162690,@DhruwalPatel Just a a quick question vo bhi itni late ! Universe ke bare me itna kaise pata hai aapko ? 😩 Hame bhi jannna h,Abhiggya_DrDz,1,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0
2023-02-18 19:08:03+00:00,1627022150053031941,https://twitter.com/prshiv0915/status/1627022150053031941,"Wordle 610 5/6

⬜⬜🟨⬜⬜
⬜🟨⬜⬜⬜
🟨⬜⬜⬜🟩
⬜🟩⬜⬜⬜
🟩🟩🟩🟩🟩",prshiv0915,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-18 19:08:00+00:00,1627022135909838848,https://twitter.com/sitaula_stuti/status/1627022135909838848,@BollySpy @TouqeerSumbul @NimritAhluwalia @ShivThakare9 kaam kiya hi hai apne shiv ne ki sab uska naam le 💓💓 ‘shiv aagaya’x3,sitaula_stuti,0,0,et,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-18 19:07:56+00:00,1627022120718065664,https://twitter.com/Ar_ShivaniSingh/status/1627022120718065664,@WildlifeSOS 😢😪🙏🏻🙏🏻,Ar_ShivaniSingh,0,0,und,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-18 19:07:56+00:00,1627022117228417024,https://twitter.com/AlvinaK51620897/status/1627022117228417024,@Vishusoni02 @PriyankaChaharO ask her future project and bonding with sumbul and shiv after bb 😊,AlvinaK51620897,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-18 19:07:51+00:00,1627022099259994112,https://twitter.com/mahaleurmila5/status/1627022099259994112,@creativefun15 Smart boi..#AbduRozik 😎🔥,mahaleurmila5,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0
2023-02-18 19:07:49+00:00,1627022091013984257,https://twitter.com/49Utsav/status/1627022091013984257,@mininegi1 She waited long just for shiv 🥹❤️❤️,49Utsav,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-18 19:07:49+00:00,1627022088568446976,https://twitter.com/Madiha02Jawed/status/1627022088568446976,"Mandli Reunion Full Unseen video | Sumbul Touqeer Shiv Thakare Abdu Rozik Nimrit Kaur Reunion

https://t.co/YWiJQNVERz

#ShivThakare  #SumbulTouqeerKhan #ShivSum  #AbduRozik  #Mandli #HaqSeMandali 

https://t.co/YWiJQNVERz",Madiha02Jawed,0,0,et,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
2023-02-18 19:07:43+00:00,1627022063553880069,https://twitter.com/shiv__ASP/status/1627022063553880069,"संघर्ष की रात जितनी ज्यादा अंँधेरी होती है सफलता का सूरज उतना ही तेज चमकता है आसपा उत्तर प्रदेश सचिव @AniketDhanuk_ ji द्वारा
#HarGharAmbedkar मिशन चलाया बहुत ही सराहनीय कार्य है हम सब इसका हिस्सा जरूर बनेंगे और सफल बनाएंगे जय भीम भाई जी @BhimArmyChief 

@Vndnason 
@KJenwal ASP https://t.co/suoYH4qj5C",shiv__ASP,0,0,hi,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2
2023-02-18 19:07:42+00:00,1627022060198428674,https://twitter.com/shivyad55325837/status/1627022060198428674,@samar11 @ReallySwara https://t.co/7ldCTvN8tC,shivyad55325837,0,0,qme,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1
2023-02-18 19:07:37+00:00,1627022038929149952,https://twitter.com/Sandeepkhanolka/status/1627022038929149952,@SheetalPronamo Shiv Shambho 🙏,Sandeepkhanolka,0,0,hi,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-18 19:07:30+00:00,1627022009015353344,https://twitter.com/_Chaubey1/status/1627022009015353344,@_Shiv_Bhakt महादेव❤️,_Chaubey1,1,1,ne,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1
2023-02-18 19:07:23+00:00,1627021979957202945,https://twitter.com/Brownlady01/status/1627021979957202945,@_Shiv_Bhakt 😂😂,Brownlady01,0,0,und,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1
2023-02-18 19:07:20+00:00,1627021968708108289,https://twitter.com/mithunk86840593/status/1627021968708108289,@myogiadityanath @GorakhnathMndr Jai Shiv shankar bhole bhole,mithunk86840593,0,0,hi,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-18 19:07:06+00:00,1627021909736009728,https://twitter.com/sac_isin/status/1627021909736009728,"Uddhav Thackeray Loses Name, Symbol Of Shiv Sena Founded By Father - NDTV #politics https://t.co/T3VxKUv0hE https://t.co/9d0xpy3Cig",sac_isin,0,0,en,"<a href=""https://365newsx.com"" rel=""nofollow"">365newsx</a>",0
2023-02-18 19:06:56+00:00,1627021868560687104,https://twitter.com/Brownlady01/status/1627021868560687104,@_Shiv_Bhakt Aapko bhi Maha Shivratri ki dher sari shubhkamnaye 🙏🌸♥️,Brownlady01,1,1,hi,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1
2023-02-18 19:06:52+00:00,1627021849426010113,https://twitter.com/NandhiniAK1/status/1627021849426010113,"There's no bond cuter than this!! Aww!! Miss them so much!! Sumbaya!! 🥺❤️❤️
Shiv pulling Sumbul's leg is the cutest!
Give them back! 

#SumbulTouqeerKhan #ShivThakare https://t.co/4kTcEeCzuX",NandhiniAK1,0,10,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",33
2023-02-18 19:06:49+00:00,1627021839095705600,https://twitter.com/mahaleurmila5/status/1627021839095705600,"Only Bro Shiv has all the rights to pamper Abdu the way he wants...no one else ..bcs according to Abdu if Bro Shiv is child then I am also child .. cuties 🤌😍🧿

#ShiBdu #ShivThakare #AbduRozik",mahaleurmila5,0,2,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",7
2023-02-18 19:06:47+00:00,1627021828379262982,https://twitter.com/TheBiggBossBoyz/status/1627021828379262982,"@BollySpy @TouqeerSumbul @NimritAhluwalia @ShivThakare9 Shiv aa gaya 🤣🤣🤣 Shiv aa gaya 

#BB16 #BiggBoss16 #ShivThakare",TheBiggBossBoyz,0,2,hi,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",5
2023-02-18 19:06:35+00:00,1627021781293998081,https://twitter.com/muskurale_yaar/status/1627021781293998081,"@Vegetarianmee haan lekin shiv ratri thi, subah kyu khaaya",muskurale_yaar,0,0,hi,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0
2023-02-18 19:06:34+00:00,1627021773970767874,https://twitter.com/SrishtiS28/status/1627021773970767874,@nagukidushman Story videos mai se Lena padrha hai yaar! Team story hai,SrishtiS28,1,0,hi,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1
2023-02-18 19:06:29+00:00,1627021752625926146,https://twitter.com/smitaku39354000/status/1627021752625926146,"Shiv ki Sumbya😍😍 
Bro-Sis bond🥰😘
Finally #ShivSum reunion ❤️

#ShivThakare #SumbulTouqeerKhan https://t.co/8jWrqdPkhV",smitaku39354000,0,7,ht,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",14
2023-02-18 19:06:21+00:00,1627021720707293187,https://twitter.com/Brownlady01/status/1627021720707293187,@_Shiv_Bhakt 🚩🙏♥️,Brownlady01,0,0,und,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1
2023-02-18 19:06:21+00:00,1627021720057180163,https://twitter.com/Ritzz_126/status/1627021720057180163,"@SadhguruJV Isn't this sanatan dharam which the world is celebrating?? Shiv hi Satya h, Shiv hi brahmandh h!! Shiv ke Bina kya h???",Ritzz_126,0,0,hi,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-18 19:06:17+00:00,1627021704651485185,https://twitter.com/HaqSeShivRit/status/1627021704651485185,@AmeyaRaut17 Dekha #ShivRit ka power 🔥,HaqSeShivRit,0,2,pl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2
2023-02-18 19:05:38+00:00,1627021540629032965,https://twitter.com/MANISHSINGHSENG/status/1627021540629032965,"मवइया माफी ग्राम में बलदेवेश्वर महादेव मंदिर में सुबह दोपहर शाम अलग अलग रंग में भक्तों को दर्शन देने वाले भोलेनाथ के दर्शन का सौभाग्य प्रिय अनुजों सचिन त्रिवेदी, अभिषेक शुक्ला, राहुल कश्यप के साथ करने का सौभाग्य।
#shiv #bholenath https://t.co/lmMd4tIdPP",MANISHSINGHSENG,0,0,hi,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-18 19:05:32+00:00,1627021513340878853,https://twitter.com/shiv_thakare_11/status/1627021513340878853,@shwetamalkotia 😂😂,shiv_thakare_11,0,0,und,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1
2023-02-18 19:05:29+00:00,1627021503622713344,https://twitter.com/BirinchiBaba420/status/1627021503622713344,@tishasaroyan There is no Shiv or Mahakali Sadhana without meat.,BirinchiBaba420,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0
2023-02-18 19:05:26+00:00,1627021489324326912,https://twitter.com/VIRATKO76145091/status/1627021489324326912,"True love stories never have endings. like a Shiv ❤️ Parvati 
#mahashivratri #truelove #happiness https://t.co/3ngdKuv9tv",VIRATKO76145091,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1
2023-02-18 19:05:18+00:00,1627021457120464896,https://twitter.com/Rhythmicxx__/status/1627021457120464896,@sona735380171 @UnwaveringVoice Hum abhi se fruatrate ho rahe hai kyuki hume nim nahi pasand hai bilkul bhi.. i get negative vibes watching her i can't bare her evn with shiv tbvh,Rhythmicxx__,1,0,hi,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1
2023-02-18 19:05:17+00:00,1627021450472460288,https://twitter.com/Nobiita52/status/1627021450472460288,"Mha shiv ratri is probably only festival celebrated across India 

#ShivaShivaAllNight #mhashivratri",Nobiita52,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2
2023-02-18 19:05:15+00:00,1627021442004172800,https://twitter.com/SrishtiS28/status/1627021442004172800,"I love this moon gol gutuk Chand chutuk! ❤️🫰

#shibdu #shivthakare #abdurozik https://t.co/xb84oUsP78",SrishtiS28,1,9,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",24
2023-02-18 19:05:11+00:00,1627021426543955969,https://twitter.com/Vnl44501375/status/1627021426543955969,@rehnedo_tum Ye Abdyaa aya kya live 😅😅😅😅😅,Vnl44501375,0,0,tl,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-18 19:05:09+00:00,1627021419132653569,https://twitter.com/khanNazma7/status/1627021419132653569,"@Ishaaa717 Shiv ji ki kripa hi Hui h...❣️
 warna
 shiv ne 10 din baad ka reunion plan bola tha interview m...😅",khanNazma7,0,0,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-18 19:05:06+00:00,1627021406864314368,https://twitter.com/ShivKaran029/status/1627021406864314368,"I talked to Paytm caustmer care several times and also sent my documents but Paytm caustmer care is asking for fir copy I also have 6000 rupees in my paytm account which I am not able to withdraw because of this I am facing a lot of problem.
@PMOIndia @RBI @AmitShah @Paytmcare",ShivKaran029,1,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-18 19:05:00+00:00,1627021381178212352,https://twitter.com/overtheordinary/status/1627021381178212352,Pinpointing that moment everything changed.,overtheordinary,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-02-18 19:04:39+00:00,1627021294532456450,https://twitter.com/ShivAdi89/status/1627021294532456450,Good night yaar 😇💗 https://t.co/OLEPdwCKow,ShivAdi89,2,2,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2
2023-02-18 19:04:27+00:00,1627021244234371074,https://twitter.com/Abhiggya_DrDz/status/1627021244234371074,@CarryMinati Khud ki life hi ek meme hai ! Voh kaise bheju ?,Abhiggya_DrDz,0,0,hi,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0
2023-02-18 19:04:27+00:00,1627021241541619714,https://twitter.com/shivyad55325837/status/1627021241541619714,@vinod_bansal 🐷सुन्नत🐷,shivyad55325837,0,0,hi,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1
2023-02-18 19:04:26+00:00,1627021237519257600,https://twitter.com/ErShivLalitSin1/status/1627021237519257600,@keshriDeviPatel @BJPVinodSonkar जन्मदिन की हार्दिक बधाई एवं शुभकामनाएं।,ErShivLalitSin1,0,0,hi,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-02-18 19:04:23+00:00,1627021225628413957,https://twitter.com/Agrim33/status/1627021225628413957,"@manishindiatv Good that you posted it at mid night, 
else ppl would have outraged then army would have also had to remove this shiv ling like @HALHQBLR did to ""maruti"".",Agrim33,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0
